BoroughCode,StatusOrderNumber,MainStreet,FromStreet,ToStreet,SideOfStreet
M,S-208878,CENTRAL PARK WEST,WEST   96 STREET,WEST   97 STREET,E
M,S-208893,CENTRAL PARK WEST,COLUMBUS CIRCLE,WEST   62 STREET,N
M,S-208926,CENTRAL PARK WEST,WEST  100 STREET,WEST  106 STREET,E
M,S-208933,CENTRAL PARK WEST,WEST  106 STREET,WEST  110 STREET,E
M,S-146745,CENTRAL PARK WEST,WEST  107 STREET,WEST  106 STREET,W
M,S-276238,CENTRAL PARK WEST,WEST STREET,CENTRAL PARK WEST,N
M,S-089635,CENTRAL PARK WEST,CATHEDRAL PARKWAY,FREDERICK DOUGLASS CIRCLE,W
M,S-230480,CENTRAL PARK WEST,WEST   84 STREET,WEST   83 STREET,W
M,S-209237,CENTRAL PARK WEST,FIFTH AVENUE,CENTRAL PARK SOUTH,S
M,S-148199,CENTRAL PARK WEST,WEST   66 STREET,WEST   67 STREET,E
M,S-089636,CENTRAL PARK WEST,CATHEDRAL PARKWAY,WEST  109 STREET,W
M,S-209238,CENTRAL PARK WEST,EAST    5 STREET,CENTRAL PARK WEST,N
M,S-089637,CENTRAL PARK WEST,WEST  109 STREET,WEST  108 STREET,W
M,S-089642,CENTRAL PARK WEST,WEST  103 STREET,WEST  102 STREET,W
M,S-089644,CENTRAL PARK WEST,WEST  101 STREET,WEST  100 STREET,W
M,S-089647,CENTRAL PARK WEST,WEST   96 STREET,WEST   95 STREET,W
M,S-089648,CENTRAL PARK WEST,WEST   95 STREET,WEST   94 STREET,W
M,S-600839,CENTRAL PARK WEST,CENTRAL PARK WEST,FIFTH AVENUE,S
M,S-089650,CENTRAL PARK WEST,WEST   93 STREET,WEST   92 STREET,W
M,S-089652,CENTRAL PARK WEST,WEST   91 STREET,WEST   90 STREET,W
M,S-209239,CENTRAL PARK WEST,UNNAMED STREET,CENTRAL PARK SOUTH,W
M,S-230475,CENTRAL PARK WEST,WEST   92 STREET,WEST   91 STREET,W
M,S-082064,CENTRAL PARK WEST,CENTRAL PARK WEST,WEST   81 STREET,E
M,S-089654,CENTRAL PARK WEST,WEST   89 STREET,WEST   88 STREET,W
M,S-089656,CENTRAL PARK WEST,WEST   87 STREET,WEST   86 STREET,W
M,S-089662,CENTRAL PARK WEST,WEST   97 STREET,WEST  100 STREET,E
M,S-089664,CENTRAL PARK WEST,FREDERICK DOUGLASS CIRCLE,CENTRAL PARK NORTH,E
M,S-293957,CENTRAL PARK WEST,WEST   61 STREET,WEST   62 STREET,W
M,S-149766,CENTRAL PARK WEST,WEST   72 STREET,WEST   77 STREET,E
M,S-230478,CENTRAL PARK WEST,WEST   86 STREET,WEST   85 STREET,W
M,S-088732,CENTRAL PARK WEST,WEST   65 STREET,WEST   66 STREET,E
M,S-260545,CENTRAL PARK WEST,WEST   72 STREET,WEST  110 STREET,E
M,S-198369,CENTRE MARKET PLACE,BROOME STREET,GRAND STREET,E
M,S-198370,CENTRE MARKET PLACE,BROOME STREET,GRAND STREET,W
M,S-194989,CENTRE STREET,HAMILL PLACE,WORTH STREET,E
M,P-252436,CENTRE STREET,HOWARD STREET,GRAND STREET,W
M,S-168083,CENTRE STREET,CANAL STREET,HESTER STREET,E
M,S-989728,CENTRE STREET,PEARL STREET,WORTH STREET,W
M,S-260526,CENTRE STREET,CHAMBERS STREET,SPRING STREET,E
M,P-251309,CENTRE STREET,CANAL STREET,HOWARD STREET,W
M,S-989130,CENTRE STREET,WORTH STREET,LEONARD STREET,W
M,S-989131,CENTRE STREET,WALKER STREET,CANAL STREET,W
M,S-230231,CENTRE STREET,GRAND STREET,BROOME STREET,W
M,S-989147,CENTRE STREET,HOGAN PLACE,WHITE STREET,E
M,P-041874,CENTRE STREET,DUANE STREET,PEARL STREET,W
M,S-989148,CENTRE STREET,WALKER STREET,CANAL STREET,E
M,P-246179,CENTRE STREET,WHITE STREET,WALKER STREET,W
M,S-259990,CENTRE STREET,DUANE STREET,PEARL STREET,E
M,S-819327,CENTRE STREET,BROOKLYN BRIDGE,READE STREET,E
M,S-259787,CENTRE STREET,CHAMBERS STREET,BROOKLYN BRIDGE,E
M,P-251311,CENTRE STREET,HESTER STREET,GRAND STREET,E
M,S-194988,CENTRE STREET,PEARL STREET,HAMILL PLACE,E
M,S-259785,CENTRE STREET,READE STREET,CHAMBERS STREET,E
M,S-175663,CENTRE STREET,LEONARD STREET,WHITE STREET,W
M,S-259780,CENTRE STREET,BKLYN BRIDGE ET RAMP,READE STREET,N
M,S-018195,CENTRE STREET,HESTER STREET,GRAND STREET,W
M,S-233640,CENTRE STREET,READE STREET,CHAMBERS STREET,W
M,S-226349,CENTRE STREET,GRAND STREET,BROOME STREET,E
M,S-226345,CENTRE STREET,WHITE STREET,WALKER STREET,E
M,S-226344,CENTRE STREET,WORTH STREET,HOGAN PLACE,E
M,S-955303,CHAMBERS STREET,CENTRE STREET,ELK STREET,N
M,S-983988,CHAMBERS STREET,RIVER TERRACE,NORTH END AVENUE       *W RDWY,S
M,S-235229,CHAMBERS STREET,GREENWICH STREET,WEST BROADWAY,S
M,S-245216,CHAMBERS STREET,PARK ROW,CENTRE STREET,N
M,S-235241,CHAMBERS STREET,HUDSON STREET,GREENWICH STREET,N
M,S-257681,CHAMBERS STREET,ST JAMES PLACE,PEARL STREET,S
M,P-190152,CHAMBERS STREET,WEST STREET,GREENWICH STREET,S
M,S-095125,CHAMBERS STREET,BROADWAY,CENTRE STREET,S
M,S-787327,CHAMBERS STREET,WASHINGTON STREET,WEST STREET,N
M,S-787328,CHAMBERS STREET,GREENWICH STREET,WASHINGTON STREET,N
M,S-787331,CHAMBERS STREET,WASHINGTON STREET,GREENWICH STREET,S
M,S-983987,CHAMBERS STREET,NORTH END AVENUE       *W RDWY,NORTH END AVENUE       *E RDWY,S
M,S-055949,CHAMBERS STREET,PARK ROW,WILLIAM STREET,S
M,S-928311,CHAMBERS STREET,DEAD END,NORTH END AVENUE,S
M,S-249456,CHAMBERS STREET,ELK STREET,BROADWAY,N
M,S-078764,CHAMBERS STREET,BROADWAY,CHURCH STREET,N
M,S-235822,CHAMBERS STREET,CHURCH STREET,WEST BROADWAY,N
M,S-983986,CHAMBERS STREET,NORTH END AVENUE       *E RDWY,WEST STREET,S
M,S-206502,CHAMBERS STREET,WEST STREET,RIVER TERRACE,N
M,S-069932,CHAMBERS STREET,NORTH END AVENUE,WEST STREET,S
M,S-231559,CHAMBERS STREET,CHURCH STREET,BROADWAY,S
M,S-270704,CHAMBERS STREET,GREENWICH STREET,WEST STREET,N
M,S-163409,CHAMBERS STREET,WEST BROADWAY,CHURCH STREET,S
M,S-257674,CHAMBERS STREET,WEST STREET,WASHINGTON STREET,S
M,S-099790,CHAMBERS STREET,DUANE STREET,BROOKLYN BRIDGE        *EXT RAMP,N
M,S-099787,CHAMBERS STREET,BKLYN BRIDGE ET RAMP,CENTRE STREET,N
M,S-989018,CHAMBERS STREET,NORTH END AVENUE,NORTH END AVENUE,S
M,S-277542,CHARLES LANE,GREENWICH STREET,WASHINGTON STREET,N
M,S-206081,CHARLES LANE,WEST STREET,WASHINGTON STREET,N
M,S-206080,CHARLES LANE,WEST STREET,WASHINGTON STREET,S
M,S-103216,CHARLES STREET,WAVERLY PLACE,SEVENTH AVENUE SOUTH,N
M,S-276963,CHARLES STREET,SEVENTH AVENUE,WEST    4 STREET,S
M,S-103667,CHARLES STREET,WASHINGTON STREET,WEST STREET,N
M,S-121502,CHARLES STREET,GREENWICH STREET,WASHINGTON STREET,N
M,S-103619,CHARLES STREET,BLEECKER STREET,HUDSON STREET,S
M,S-103215,CHARLES STREET,GREENWICH AVENUE,WAVERLY PLACE,N
M,S-103213,CHARLES STREET,WASHINGTON STREET,WEST STREET,S
M,S-103212,CHARLES STREET,GREENWICH STREET,WASHINGTON STREET,S
M,S-222088,CHARLES STREET,WAVERLY PLACE,EAST    7 STREET,N
M,S-103219,CHARLES STREET,WEST    4 STREET,BLEECKER STREET,N
M,S-103211,CHARLES STREET,HUDSON STREET,GREENWICH STREET,S
M,S-103209,CHARLES STREET,WEST    4 STREET,BLEECKER STREET,S
M,S-103218,CHARLES STREET,SEVENTH AVENUE,WEST    4 STREET,N
M,S-103208,CHARLES STREET,7 AVENUE SOUTH,WEST    4 STREET,S
M,S-154932,CHARLES STREET,BLEECKER STREET,HUDSON STREET,N
M,S-103206,CHARLES STREET,WAVERLY PLACE,SEVENTH AVENUE SOUTH,S
M,S-103205,CHARLES STREET,GREENWICH AVENUE,WAVERLY PLACE,S
M,S-103222,CHARLES STREET,HUDSON STREET,GREENWICH STREET,N
M,S-190791,CHARLTON STREET,VARICK STREET,HUDSON STREET,N
M,S-102054,CHARLTON STREET,AVENUE OF THE AMERICAS,VARICK STREET,N
M,S-072522,CHARLTON STREET,AVENUE OF THE AMERICAS,VARICK STREET,S
M,S-210256,CHARLTON STREET,HUDSON STREET,GREENWICH STREET,N
M,S-192065,CHARLTON STREET,VARICK STREET,HUDSON STREET,S
M,S-211138,CHARLTON STREET,HUDSON STREET,GREENWICH STREET,S
M,S-040165,CHATHAM SQUARE,CHATHAM SQUARE,BROADWAY,N
M,S-282544,CHATHAM SQUARE,CHATHAM SQUARE,CATHERINE STREET,E
M,S-273383,CHATHAM SQUARE,EAST BROADWAY,CATHERINE STREET,E
M,S-989736,CHATHAM SQUARE,ST JAMES PLACE,EAST BROADWAY,E
M,S-226475,CHATHAM SQUARE,OLIVER STREET,BOWERY,S
M,S-066999,CHATHAM SQUARE,DOYERS STREET,MOTT STREET,W
M,S-067362,CHATHAM SQUARE,EAST BROADWAY,EAST BROADWAY,W
M,S-213789,CHEROKEE PLACE,EAST   77 STREET,EAST   78 STREET,N
M,S-121806,CHEROKEE PLACE,EAST   77 STREET,EAST   78 STREET,W
M,S-918411,CHEROKEE PLACE,EAST   77 STREET,EAST   78 STREET,E
M,S-211185,CHERRY STREET,MONTGOMERY STREET,CLINTON STREET,N
M,S-142083,CHERRY STREET,FDR DRIVE,JACKSON STREET,N
M,S-065983,CHERRY STREET,PIKE SLIP,MARKET STREET,N
M,S-282431,CHERRY STREET,MARKET SLIP,CATHERINE SLIP,E
M,S-151864,CHERRY STREET,RUTGERS STREET,PIKE SLIP,N
M,S-065989,CHERRY STREET,PIKE SLIP,MARKET SLIP,S
M,S-282439,CHERRY STREET,MARKET STREET,CATHERINE STREET,W
M,S-065970,CHERRY STREET,CLINTON STREET,RUTGERS SLIP,S
M,S-065985,CHERRY STREET,FDR DRIVE,JACKSON STREET,S
M,S-267502,CHERRY STREET,CLINTON STREET,RUTGERS STREET,N
M,S-208541,CHERRY STREET,RUTGERS SLIP,PIKE STREET,S
M,S-160750,CHERRY STREET,MONTGOMERY STREET,CLINTON STREET,S
M,S-143123,CHISUM PLACE,WEST  141 STREET,WEST  142 STREET,E
M,S-143124,CHISUM PLACE,WEST  142 STREET,WEST  141 STREET,W
M,S-199276,CHITTENDEN AVENUE,WEST  187 STREET,WEST  186 STREET,E
M,S-199262,CHITTENDEN AVENUE,WEST  187 STREET,WEST  186 STREET,W
M,S-176845,CHRISTOPHER STREET,HUDSON STREET,GREENWICH STREET,S
M,S-103175,CHRISTOPHER STREET,BEDFORD STREET,BLEECKER STREET,S
M,S-204278,CHRISTOPHER STREET,HUDSON STREET,GREENWICH STREET,N
M,S-103176,CHRISTOPHER STREET,BEDFORD STREET,HUDSON STREET,S
M,S-210038,CHRISTOPHER STREET,BLEECKER STREET,HUDSON STREET,N
M,S-251614,CHRISTOPHER STREET,WEST STREET,WASHINGTON STREET,S
M,S-205093,CHRISTOPHER STREET,AVENUE OF THE AMERICAS,GREENWICH AVENUE,N
M,S-232672,CHRISTOPHER STREET,AVENUE OF THE AMERICAS,GREENWICH STREET,S
M,S-242909,CHRISTOPHER STREET,GROVE STREET,7 AVENUE SOUTH,S
M,S-807965,CHRISTOPHER STREET,6 AVENUE,GREENWICH AVENUE,S
M,S-245891,CHRISTOPHER STREET,WASHINGTON STREET,WEEHAWKEN STREET,N
M,S-103169,CHRISTOPHER STREET,WAVERLY PLACE,WAVERLY PLACE,S
M,S-175108,CHRISTOPHER STREET,WASHINGTON STREET,GREENWICH STREET,S
M,S-215911,CHRISTOPHER STREET,GREENWICH AVENUE,WASHINGTON STREET,N
M,S-204276,CHRISTOPHER STREET,WAVERLY PLACE,SEVENTH AVENUE SOUTH,N
M,S-204277,CHRISTOPHER STREET,SEVENTH AVENUE SOUTH,BLEECKER STREET,N
M,S-269433,CHRISTOPHER STREET,GREENWICH AVENUE,WAVERLY PLACE,N
M,S-133168,CHRISTOPHER STREET,GAY STREET,WAVERLY PLACE,S
M,S-103166,CHRISTOPHER STREET,GREENWICH AVENUE,GAY STREET,S
M,P-269270,CHRISTOPHER STREET,SEVENTH AVENUE SOUTH,BLEECKER STREET,S
M,S-208009,CHRYSTIE STREET,CANAL STREET,EAST HOUSTON STREET,N
M,S-263986,CHRYSTIE STREET,RIVINGTON STREET,DELANCEY STREET,W
M,S-065992,CHRYSTIE STREET,STANTON STREET,RIVINGTON STREET,W
M,S-239757,CHRYSTIE STREET,EAST HOUSTON STREET,STANTON STREET,W
M,S-191348,CHRYSTIE STREET,GRAND STREET,DELANCEY STREET,E
M,S-097216,CHRYSTIE STREET,CANAL STREET,HESTER STREET,N
M,S-174016,CHRYSTIE STREET,BROOME STREET,GRAND STREET,W
M,S-125991,CHRYSTIE STREET,GRAND STREET,HESTER STREET,W
M,P-263247,CHRYSTIE STREET,CANAL STREET,GRAND STREET,E
M,S-223310,CHRYSTIE STREET,BAYARD STREET,DIVISION STREET,W
M,P-199790,CHRYSTIE STREET,HESTER STREET,CANAL STREET,W
M,P-191849,CHRYSTIE STREET,DELANCEY STREET,EAST HOUSTON STREET,E
M,S-223309,CHRYSTIE STREET,BAYARD STREET,DIVISION STREET,E
M,S-074148,CHRYSTIE STREET,DELANCEY STREET,BROOME STREET,N
M,S-065993,CHRYSTIE STREET,DELANCEY STREET,BROOME STREET,W
M,S-083334,CHURCH STREET,DUANE STREET,THOMAS STREET,E
M,S-220795,CHURCH STREET,PARK PLACE,MURRAY STREET,E
M,S-220801,CHURCH STREET,WARREN STREET,CHAMBERS STREET,E
M,S-220804,CHURCH STREET,READE STREET,DUANE STREET,E
M,S-287523,CHURCH STREET,VESEY STREET,BARCLAY STREET,E
M,S-287537,CHURCH STREET,CHAMBERS STREET,READE STREET,E
M,S-287645,CHURCH STREET,MURRAY STREET,WARREN STREET,E
M,S-287646,CHURCH STREET,THOMAS STREET,WORTH STREET,E
M,S-247427,CHURCH STREET,LEONARD STREET,FRANKLIN STREET,E
M,P-254610,CHURCH STREET,WORTH STREET,LEONARD STREET,W
M,P-254625,CHURCH STREET,CHAMBERS STREET,READE STREET,W
M,P-254609,CHURCH STREET,PARK PLACE,MURRAY STREET,W
M,S-147452,CHURCH STREET,DEY STREET,FULTON STREET,E
M,S-999916,CHURCH STREET,LIBERTY STREET,CORTLANDT STREET,W
M,S-148550,CHURCH STREET,CORTLANDT STREET,DEY STREET,E
M,P-254607,CHURCH STREET,WARREN STREET,CHAMBERS STREET,W
M,S-106165,CHURCH STREET,LIBERTY STREET,CANAL STREET,N
M,P-203758,CHURCH STREET,DUANE STREET,THOMAS STREET,W
M,S-103811,CHURCH STREET,WORTH STREET,LEONARD STREET,E
M,P-254608,CHURCH STREET,MURRAY STREET,WARREN STREET,W
M,S-999919,CHURCH STREET,DEY STREET,FULTON STREET,W
M,S-999918,CHURCH STREET,FULTON STREET,VESEY STREET,W
M,P-193549,CHURCH STREET,BARCLAY STREET,PARK PLACE,W
M,P-256931,CHURCH STREET,FRANKLIN STREET,WHITE STREET,E
M,P-256930,CHURCH STREET,WHITE STREET,WALKER STREET,W
M,P-256929,CHURCH STREET,WALKER STREET,LISPENARD STREET,W
M,P-256928,CHURCH STREET,WALKER STREET,LISPENARD STREET,E
M,S-175885,CHURCH STREET,LIBERTY STREET,VESEY STREET,W
M,S-999917,CHURCH STREET,CORTLANDT STREET,DEY STREET,W
M,P-256628,CHURCH STREET,LISPENARD STREET,CANAL STREET,E
M,P-246140,CHURCH STREET,READE STREET,DUANE STREET,W
M,S-208155,CHURCH STREET,THOMAS STREET,WORTH STREET,W
M,S-209507,CHURCH STREET,BARCLAY STREET,PARK PLACE,E
M,S-262893,CHURCH STREET,LISPENARD STREET,CANAL STREET,W
M,S-988811,CHURCH STREET,LEONARD STREET,FRANKLIN STREET,W
M,P-253250,CHURCH STREET,WHITE STREET,WALKER STREET,E
M,P-130503,CHURCH STREET,VESEY STREET,BARCLAY STREET,W
M,S-243697,CHURCH STREET,FULTON STREET,VESEY STREET,E
M,S-287522,CHURCH STREET,LIBERTY STREET,CORTLANDT STREET,E
M,P-257632,CHURCH STREET          *E RDWAY,FRANKLIN STREET,WHITE STREET,W
M,S-025749,CLAREMONT AVENUE,WEST  116 STREET,WEST  120 STREET,E
M,S-025751,CLAREMONT AVENUE,WEST  120 STREET,WEST  122 STREET,E
M,S-025738,CLAREMONT AVENUE,TIEMANN PLACE,WEST  122 STREET,W
M,S-092364,CLAREMONT AVENUE,WEST  119 STREET,WEST  120 STREET,E
M,S-025740,CLAREMONT AVENUE,WEST  122 STREET,WEST  120 STREET,W
M,S-139989,CLAREMONT AVENUE,WEST  122 STREET,LA SALLE STREET,E
M,S-025743,CLAREMONT AVENUE,WEST  120 STREET,WEST  119 STREET,W
M,S-108912,CLAREMONT AVENUE,WEST  119 STREET,WEST  116 STREET,W
M,S-181130,CLAREMONT AVENUE,LA SALLE STREET,TIEMANN PLACE,E
M,S-206510,CLARKSON STREET,GREENWICH STREET,HUDSON STREET,N
M,S-102077,CLARKSON STREET,WASHINGTON STREET,GREENWICH STREET,S
M,S-102078,CLARKSON STREET,GREENWICH STREET,HUDSON STREET,S
M,S-102080,CLARKSON STREET,WASHINGTON STREET,GREENWICH STREET,N
M,S-175706,CLARKSON STREET,HUDSON STREET,VARICK STREET,S
M,S-175705,CLARKSON STREET,HUDSON STREET,7 AVENUE SOUTH,N
M,S-224908,CLARKSON STREET,WEST STREET,WASHINGTON STREET,N
M,S-102076,CLARKSON STREET,WEST STREET,WASHINGTON STREET,S
M,P-044248,CLARKSON STREET,HUDSON STREET,EAST    7 STREET,N
M,S-226350,CLEVELAND PLACE,KENMARE STREET,SPRING STREET,E
M,S-210262,CLEVELAND PLACE,BROOME STREET,KENMARE STREET,W
M,S-223911,CLEVELAND PLACE,KENMARE STREET,LAFAYETTE STREET,W
M,S-106564,CLEVELAND PLACE,BROOME STREET,KENMARE STREET,E
M,S-799728,CLIFF STREET,DEAD END,FULTON STREET,W
M,S-157396,CLIFF STREET,FULTON STREET,BEEKMAN STREET,E
M,S-989826,CLIFF STREET,JOHN STREET,FULTON STREET,E
M,S-989825,CLIFF STREET,FULTON STREET,DEAD END,E
M,S-193219,CLIFF STREET,JOHN STREET,FULTON STREET,W
M,S-223319,CLINTON STREET,SOUTH STREET,WATER STREET,E
M,S-065968,CLINTON STREET,GRAND STREET,EAST BROADWAY,W
M,S-034516,CLINTON STREET,CHERRY STREET,RUTGERS STREET,W
M,S-065823,CLINTON STREET,CHERRY STREET,MADISON STREET,E
M,P-255168,CLINTON STREET,RIVINGTON STREET,STANTON STREET,W
M,S-185808,CLINTON STREET,BROOME STREET,GRAND STREET,W
M,S-065824,CLINTON STREET,MADISON STREET,HENRY STREET,E
M,S-065825,CLINTON STREET,HENRY STREET,BROADWAY,E
M,S-226066,CLINTON STREET,STANTON STREET,EAST HOUSTON STREET,E
M,S-236686,CLINTON STREET,SOUTH STREET,CHERRY STREET,E
M,S-185809,CLINTON STREET,BROOME STREET,DELANCEY STREET,E
M,S-185810,CLINTON STREET,DELANCEY STREET,BROOME STREET,W
M,S-079578,CLINTON STREET,DIVISION STREET,BROADWAY,E
M,S-223320,CLINTON STREET,WATER STREET,CHERRY STREET,W
M,S-142759,CLINTON STREET,EAST BROADWAY,GRAND STREET,E
M,P-251816,CLINTON STREET,DELANCEY STREET,RIVINGTON STREET,W
M,S-185807,CLINTON STREET,GRAND STREET,BROOME STREET,E
M,S-079574,CLINTON STREET,GRAND STREET,EAST BROADWAY,N
M,S-226064,CLINTON STREET,RIVINGTON STREET,STANTON STREET,E
M,S-090946,CLINTON STREET,STANTON STREET,EAST HOUSTON STREET,W
M,S-192247,CLINTON STREET,MADISON STREET,HENRY STREET,W
M,S-226063,CLINTON STREET,DELANCEY STREET,RIVINGTON STREET,E
M,S-065826,CLINTON STREET,CHERRY STREET,MADISON STREET,W
M,S-065827,CLINTON STREET,HENRY STREET,EAST BROADWAY,W
M,S-066614,CLINTON STREET,SOUTH STREET,CHERRY STREET,W
M,S-788481,COENTIES ALLEY,STONE STREET,PEARL STREET,S
M,S-788480,COENTIES ALLEY,STONE STREET,PEARL STREET,N
M,S-088028,COENTIES SLIP,PEARL STREET,WATER STREET,S
M,S-602180,COENTIES SLIP,PEARL STREET,WATER STREET,E
M,S-602181,COENTIES SLIP,PEARL STREET,WATER STREET,W
M,S-989805,COENTIES SLIP,WATER STREET,PEARL STREET,N
M,S-989868,COLLISTER STREET,BEACH STREET,HUBERT STREET,E
M,S-229890,COLLISTER STREET,COLLISTER STREET,HENRY HUDSON PARKWAY,N
M,S-989765,COLLISTER STREET,HUBERT STREET,LAIGHT STREET,W
M,S-989867,COLLISTER STREET,BEACH STREET,HUBERT STREET,W
M,S-989766,COLLISTER STREET,HUBERT STREET,LAIGHT STREET,E
M,S-065830,COLUMBIA STREET,GRAND STREET,BROOME STREET,W
M,S-122958,COLUMBIA STREET,DELANCEY STREET,RIVINGTON STREET,E
M,S-228956,COLUMBIA STREET,RIVINGTON STREET,EAST HOUSTON STREET,E
M,S-065829,COLUMBIA STREET,BROOME STREET,DELANCEY STREET,E
M,S-255654,COLUMBIA STREET,EAST HOUSTON STREET,DELANCEY STREET,W
M,S-223473,COLUMBIA STREET,GRAND STREET,HENRY STREET,W
M,S-049084,COLUMBIA STREET,WEST   60 STREET,WEST   61 STREET,W
M,S-065828,COLUMBIA STREET,GRAND STREET,BROOME STREET,E
M,S-105764,COLUMBIA STREET,DELANCEY STREET        *N RDWAY,DELANCEY STREET        *S RDWAY,W
M,S-222613,COLUMBIA STREET,WEST   61 STREET,WEST   62 STREET,E
M,S-065831,COLUMBIA STREET,BROOME STREET,DELANCEY STREET,W
M,S-227647,COLUMBIA STREET,WEST   63 STREET,WEST   64 STREET,E
M,S-105757,COLUMBIA STREET,DELANCEY STREET        *N RDWAY,DELANCEY STREET        *S RDWAY,E
M,S-102134,COLUMBIA STREET,DELANCEY STREET,EAST HOUSTON STREET,N
M,P-263278,COLUMBUS AVENUE,WEST  108 STREET,WEST  107 STREET,E
M,P-262923,COLUMBUS AVENUE,WEST   73 STREET,WEST   72 STREET,E
M,S-250042,COLUMBUS AVENUE,WEST   82 STREET,WEST   81 STREET,E
M,P-240414,COLUMBUS AVENUE,WEST   90 STREET,WEST   89 STREET,E
M,P-250333,COLUMBUS AVENUE,WEST   94 STREET,WEST   93 STREET,E
M,P-262926,COLUMBUS AVENUE,WEST   74 STREET,WEST   73 STREET,E
M,P-262709,COLUMBUS AVENUE,WEST   75 STREET,WEST   74 STREET,E
M,S-107962,COLUMBUS AVENUE,WEST  108 STREET,WEST  107 STREET,W
M,P-262304,COLUMBUS AVENUE,WEST   91 STREET,WEST   90 STREET,W
M,P-259225,COLUMBUS AVENUE,WEST   97 STREET,WEST   96 STREET,W
M,S-002394,COLUMBUS AVENUE,WEST  102 STREET,WEST  103 STREET,W
M,S-002610,COLUMBUS AVENUE,WEST   80 STREET,WEST   81 STREET,E
M,S-002630,COLUMBUS AVENUE,WEST  100 STREET,WEST  101 STREET,E
M,S-002631,COLUMBUS AVENUE,WEST  101 STREET,WEST  102 STREET,E
M,S-002633,COLUMBUS AVENUE,WEST  103 STREET,WEST  104 STREET,E
M,P-258044,COLUMBUS AVENUE,WEST   71 STREET,WEST   70 STREET,W
M,P-258041,COLUMBUS AVENUE,WEST   68 STREET,WEST   67 STREET,W
M,P-203801,COLUMBUS AVENUE,WEST   66 STREET,WEST   65 STREET,W
M,S-242943,COLUMBUS AVENUE,WEST   85 STREET,WEST   84 STREET,E
M,S-203795,COLUMBUS AVENUE,WEST   81 STREET,WEST   80 STREET,W
M,S-276757,COLUMBUS AVENUE,WEST   65 STREET,WEST   62 STREET,E
M,P-259066,COLUMBUS AVENUE,WEST   88 STREET,WEST   87 STREET,W
M,P-259065,COLUMBUS AVENUE,WEST   89 STREET,WEST   88 STREET,W
M,P-259064,COLUMBUS AVENUE,WEST   90 STREET,WEST   89 STREET,W
M,P-257256,COLUMBUS AVENUE,WEST   74 STREET,WEST   73 STREET,W
M,P-259063,COLUMBUS AVENUE,WEST   96 STREET,WEST   95 STREET,W
M,P-259061,COLUMBUS AVENUE,WEST   97 STREET,WEST   96 STREET,E
M,P-259006,COLUMBUS AVENUE,WEST   76 STREET,WEST   75 STREET,W
M,P-259005,COLUMBUS AVENUE,WEST   88 STREET,WEST   87 STREET,E
M,P-259004,COLUMBUS AVENUE,WEST   77 STREET,WEST   76 STREET,W
M,P-261591,COLUMBUS AVENUE,WEST  100 STREET,WEST   97 STREET,W
M,P-259564,COLUMBUS AVENUE,WEST   96 STREET,WEST   95 STREET,E
M,P-259003,COLUMBUS AVENUE,WEST   87 STREET,WEST   86 STREET,W
M,P-259002,COLUMBUS AVENUE,WEST   77 STREET,WEST   76 STREET,E
M,P-255659,COLUMBUS AVENUE,WEST   71 STREET,WEST   70 STREET,E
M,P-255660,COLUMBUS AVENUE,WEST   70 STREET,WEST   69 STREET,E
M,P-255667,COLUMBUS AVENUE,WEST   72 STREET,WEST   71 STREET,E
M,P-258996,COLUMBUS AVENUE,WEST   83 STREET,WEST   82 STREET,E
M,P-257084,COLUMBUS AVENUE,WEST   94 STREET,WEST   93 STREET,W
M,P-255997,COLUMBUS AVENUE,WEST   68 STREET,WEST   67 STREET,E
M,P-239801,COLUMBUS AVENUE,WEST   87 STREET,WEST   86 STREET,E
M,P-255834,COLUMBUS AVENUE,WEST   62 STREET,WEST   61 STREET,E
M,P-255835,COLUMBUS AVENUE,WEST   63 STREET,WEST   62 STREET,E
M,S-259569,COLUMBUS AVENUE,WEST   91 STREET,WEST   90 STREET,E
M,P-239796,COLUMBUS AVENUE,WEST   92 STREET,WEST   91 STREET,E
M,P-266560,COLUMBUS AVENUE,WEST   95 STREET,WEST   94 STREET,W
M,P-255957,COLUMBUS AVENUE,WEST   66 STREET,WEST   65 STREET,E
M,P-255952,COLUMBUS AVENUE,WEST   67 STREET,WEST   66 STREET,E
M,P-259565,COLUMBUS AVENUE,WEST   95 STREET,WEST   94 STREET,E
M,P-266561,COLUMBUS AVENUE,WEST   85 STREET,WEST   84 STREET,W
M,P-259574,COLUMBUS AVENUE,WEST   89 STREET,WEST   88 STREET,E
M,P-255833,COLUMBUS AVENUE,WEST   61 STREET,WEST   60 STREET,E
M,P-256668,COLUMBUS AVENUE,WEST   72 STREET,WEST   71 STREET,W
M,P-255836,COLUMBUS AVENUE,WEST   64 STREET,WEST   63 STREET,E
M,P-256669,COLUMBUS AVENUE,WEST   70 STREET,WEST   69 STREET,W
M,P-256670,COLUMBUS AVENUE,WEST   73 STREET,WEST   72 STREET,W
M,P-256671,COLUMBUS AVENUE,WEST   67 STREET,WEST   66 STREET,W
M,P-256674,COLUMBUS AVENUE,WEST   69 STREET,WEST   68 STREET,W
M,P-278735,COLUMBUS AVENUE,WEST  107 STREET,WEST  106 STREET,W
M,P-278734,COLUMBUS AVENUE,WEST  106 STREET,WEST  105 STREET,E
M,P-238934,COLUMBUS AVENUE,WEST   69 STREET,WEST   68 STREET,E
